time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-12-23T18:44:22.030Z,19.1995,39.2237,10,5.3,mb,,56,6.755,1.25,us,usc000lqgp,2013-12-24T03:40:22.307Z,"179km ENE of Tokar, Sudan",earthquake
2013-12-23T18:44:06.520Z,36.136,-118.073,0.79,1.4,ml,16,82,0.1776,0.16,ci,ci15447521,2013-12-23T20:14:53.800Z,"52km S of Lone Pine, California",earthquake
2013-12-23T18:36:32.130Z,36.138,-118.0566667,1.04,3.02,ml,32,75,0.1646,0.12,ci,ci15447513,2013-12-23T21:10:03.750Z,"51km S of Lone Pine, California",earthquake
2013-12-23T18:28:49.000Z,61.1039,-150.158,51.8,1.7,ml,26,79.1999936640005,0.04761071,0.69,ak,ak10899860,2013-12-27T17:17:41.981Z,"18km SW of Anchorage, Alaska",earthquake
2013-12-23T18:25:51.200Z,37.2502,-119.8485,17.2,2.6,Md,,122.4,0.13474729,0.16,nc,nc72129236,2013-12-24T02:42:02.661Z,"9km NW of Yosemite Lakes, California",earthquake
2013-12-23T18:24:47.880Z,36.1445,-118.0596667,0.82,2.97,ml,33,72,0.168,0.13,ci,ci15447505,2013-12-23T20:50:06.527Z,"51km S of Lone Pine, California",earthquake
2013-12-23T18:13:49.000Z,64.2342,-148.4686,9.1,1,ml,21,82.7999933760005,0.2874609,0.54,ak,ak10899855,2013-12-27T17:17:37.089Z,"48km NNE of Healy, Alaska",earthquake
2013-12-23T18:12:09.310Z,36.1383333,-118.0663333,1.43,1.62,ml,25,81,0.1724,0.12,ci,ci15447489,2013-12-23T19:33:20.380Z,"51km S of Lone Pine, California",earthquake
2013-12-23T18:05:32.610Z,35.0771667,-118.4186667,10.53,1.59,ml,24,37,0.1071,0.12,ci,ci15447481,2013-12-23T19:30:16.470Z,"6km SSE of Tehachapi, California",earthquake
2013-12-23T18:03:50.120Z,36.1425,-118.0671667,1.06,3.11,ml,35,71,0.1737,0.13,ci,ci15447473,2013-12-23T20:24:03.710Z,"51km S of Lone Pine, California",earthquake
2013-12-23T17:44:37.810Z,32.9613333,-116.2988333,10.7,1.24,ml,31,87,0.05996,0.22,ci,ci15447465,2013-12-23T19:12:55.140Z,"26km NE of Pine Valley, California",earthquake
2013-12-23T17:26:38.000Z,58.0919,-154.1427,67.9,1.9,ml,15,100.799991936001,0.4527509,0.27,ak,ak10905815,2013-12-27T17:17:11.994Z,"62km N of Larsen Bay, Alaska",earthquake
2013-12-23T17:08:10.020Z,35.0763333,-118.4176667,11.09,1.21,ml,9,119,0.1059,0.06,ci,ci15447449,2013-12-23T19:03:10.700Z,"6km SSE of Tehachapi, California",earthquake
2013-12-23T16:51:35.890Z,36.1421667,-118.0628333,1.48,1.76,ml,22,81,0.1701,0.15,ci,ci15447425,2013-12-23T18:54:16.900Z,"51km S of Lone Pine, California",earthquake
2013-12-23T16:45:49.540Z,25.7239,-66.5942,4.06,5.2,mwb,,54,5.907,0.84,us,usc000lqeg,2013-12-24T23:54:05.057Z,"North Atlantic Ocean",earthquake
2013-12-23T16:24:41.040Z,36.1396667,-118.0738333,0.23,1.03,ml,10,161,0.1786,0.17,ci,ci15447417,2013-12-23T18:50:54.830Z,"51km S of Lone Pine, California",earthquake
2013-12-23T16:12:03.040Z,36.1431667,-118.0601667,2.26,2.16,ml,25,81,0.1681,0.16,ci,ci15447409,2013-12-23T18:53:10.228Z,"51km S of Lone Pine, California",earthquake
2013-12-23T15:56:32.200Z,41.2123,-120.3817,10.3,2.2,Md,,219.6,0.69170277,0.18,nc,nc72129166,2013-12-28T00:58:03.194Z,"33km SSE of Alturas, California",earthquake
2013-12-23T15:48:42.060Z,34.3408333,-116.8786667,0.01,1.12,ml,33,62,0.08574,0.15,ci,ci15447401,2013-12-23T18:45:00.080Z,"9km NNW of Big Bear City, California",quarry_blast
2013-12-23T15:43:48.400Z,40.1658,-121.061,7.3,1.6,Md,,108,0.07186522,0.07,nc,nc72129161,2013-12-28T00:43:06.588Z,"9km WNW of Greenville, California",earthquake
2013-12-23T15:43:10.000Z,63.8709,-152.6477,10.1,1.1,ml,7,154.799987616001,0.7617714,0.7,ak,ak10905814,2013-12-27T17:17:11.220Z,"147km S of Tanana, Alaska",earthquake
2013-12-23T15:21:44.900Z,40.1528,-121.0678,0,1.9,Md,,183.6,0.31441035,0.32,nc,nc72129156,2013-12-23T18:43:07.476Z,"10km W of Greenville, California",earthquake
2013-12-23T15:12:09.000Z,52.4309,-174.6796,148.5,2.5,ml,10,208.799983296001,0.2685963,0.25,ak,ak10905813,2013-12-27T19:54:30.308Z,"41km NW of Atka, Alaska",earthquake
2013-12-23T15:10:58.300Z,38.8385,-122.7748,1.9,1.2,Md,,75.6,0,0.03,nc,nc72129151,2013-12-23T15:28:06.309Z,"4km WNW of Cobb, California",earthquake
2013-12-23T15:05:56.900Z,36.93,-112.3478,12.9,1.9,Ml,,118.8,0.38627557,0.18,uu,uu60049782,2013-12-23T23:32:48.962Z,"16km E of Fredonia, Arizona",earthquake
2013-12-23T15:02:42.750Z,36.1411667,-118.0563333,2.3,2.17,ml,23,80,0.1648,0.16,ci,ci15447377,2013-12-23T18:38:47.100Z,"51km S of Lone Pine, California",earthquake
2013-12-23T15:01:05.010Z,36.1338333,-118.0776667,1.02,1.47,ml,21,135,0.1811,0.13,ci,ci15447369,2013-12-23T21:20:09.880Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:55:43.110Z,36.1341667,-118.0606667,1.51,1.43,ml,18,81,0.1674,0.15,ci,ci15447361,2013-12-23T21:17:03.900Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:52:28.620Z,36.1323333,-118.0716667,0.43,1.85,ml,23,133,0.1761,0.16,ci,ci15447353,2013-12-23T22:55:07.724Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:50:11.900Z,46.943,-113.3001,9.1,1,Md,16,82.8,0.04401745,0.2,mb,mb13652112,2013-12-24T19:03:14.820Z,"29km SSE of Seeley Lake, Montana",earthquake
2013-12-23T14:49:58.660Z,36.1353333,-118.0661667,0.85,1.4,ml,20,81,0.172,0.18,ci,ci15447345,2013-12-23T21:25:54.920Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:48:18.390Z,36.1351667,-118.0651667,1.18,1.71,ml,21,81,0.1712,0.15,ci,ci15447337,2013-12-23T21:23:16.160Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:47:56.880Z,36.1423333,-118.077,0.62,1.7,ml,13,161,0.1815,0.17,ci,ci15447329,2013-12-23T21:35:06.880Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:47:31.000Z,63.0658,-151.4882,0,1.7,ml,12,183.599985312001,0.66116,0.68,ak,ak10899355,2013-12-23T14:53:48.683Z,"108km NW of Talkeetna, Alaska",earthquake
2013-12-23T14:47:25.430Z,36.1453333,-118.0693333,0.82,1.92,ml,22,83,0.1758,0.15,ci,ci15447321,2013-12-23T21:38:41.000Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:42:52.580Z,36.1448333,-118.07,1.94,2.38,ml,27,83,0.1763,0.17,ci,ci15447313,2013-12-23T18:29:51.960Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:39:27.160Z,36.141,-118.0728333,0.54,1.32,ml,13,82,0.178,0.13,ci,ci15447305,2013-12-23T18:21:38.000Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:37:26.840Z,36.1366667,-118.0681667,0.35,2.39,ml,27,75,0.1737,0.17,ci,ci15447297,2013-12-23T18:53:33.563Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:24:46.000Z,51.8023,-174.4813,31.3,1.9,ml,6,248.399980128002,0.4347846,0.18,ak,ak10905809,2013-12-27T17:17:13.787Z,"47km SSW of Atka, Alaska",earthquake
2013-12-23T14:24:18.000Z,63.26,-150.9835,0.1,2,ml,17,201.599983872001,0.364716,0.81,ak,ak10899207,2013-12-23T14:33:39.210Z,"102km W of Cantwell, Alaska",earthquake
2013-12-23T14:20:05.230Z,36.148,-118.064,0.88,1.46,ml,14,83,0.172,0.1,ci,ci15447265,2013-12-23T17:51:11.970Z,"50km S of Lone Pine, California",earthquake
2013-12-23T14:18:35.300Z,36.1433333,-118.06,2.48,2.54,ml,26,76,0.168,0.15,ci,ci15447257,2013-12-23T17:37:32.800Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:10:49.000Z,62.7603,-150.1873,55.1,1.3,ml,6,172.799986176001,0.4258014,0.62,ak,ak10899204,2013-12-23T14:29:17.664Z,"48km N of Talkeetna, Alaska",earthquake
2013-12-23T14:09:19.860Z,36.1335,-118.0628333,0.42,1.43,ml,17,81,0.1691,0.08,ci,ci15447241,2013-12-23T17:28:33.050Z,"52km S of Lone Pine, California",earthquake
2013-12-23T14:03:35.810Z,36.1413333,-118.071,0.43,2.61,ml,24,82,0.1766,0.17,ci,ci15447233,2013-12-23T22:06:15.806Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:03:17.510Z,36.146,-118.0726667,1.32,1.57,ml,11,83,0.1786,0.12,ci,ci15447225,2013-12-23T22:05:56.204Z,"51km S of Lone Pine, California",earthquake
2013-12-23T14:01:30.860Z,36.1403333,-118.0688333,1.28,3.4,ml,32,71,0.1747,0.16,ci,ci15447217,2013-12-23T22:04:01.273Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:59:38.730Z,36.1453333,-118.0588333,0.06,1.63,ml,19,81,0.1674,0.18,ci,ci15447209,2013-12-23T16:43:17.580Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:52:01.610Z,36.1411667,-118.0715,1.81,1.84,ml,21,82,0.177,0.13,ci,ci15447193,2013-12-23T16:23:58.540Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:51:31.590Z,36.1451667,-118.0696667,1.81,1.59,ml,20,83,0.1761,0.15,ci,ci15447185,2013-12-23T15:52:46.120Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:47:22.880Z,36.1473333,-118.0681667,1.87,1.44,ml,16,134,0.1752,0.13,ci,ci15447177,2013-12-23T15:41:05.630Z,"50km S of Lone Pine, California",earthquake
2013-12-23T13:44:07.970Z,36.1455,-118.0591667,0.71,2.21,ml,21,81,0.1677,0.15,ci,ci15447169,2013-12-23T16:34:35.265Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:42:46.210Z,36.1433333,-118.0721667,5.6,2,mh,9,151,0.1778,0.16,ci,ci37166229,2013-12-23T15:20:13.750Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:42:22.550Z,36.1475,-118.0665,5.27,2,mh,9,150,0.1739,0.08,ci,ci37166221,2013-12-23T15:19:41.330Z,"50km S of Lone Pine, California",earthquake
2013-12-23T13:41:09.010Z,36.1508333,-118.0583333,3.8,2.2,mh,13,107,0.168,0.09,ci,ci37166213,2013-12-23T15:19:38.070Z,"50km S of Lone Pine, California",earthquake
2013-12-23T13:39:26.300Z,36.1405,-118.0648333,2.13,4.3,mh,37,71,0.1164,0.15,ci,ci15447161,2013-12-24T21:45:22.117Z,"51km S of Lone Pine, California",earthquake
2013-12-23T13:11:34.100Z,40.1547,-121.0715,3.2,1.7,Md,,100.8,0.08084838,0.14,nc,nc72129056,2013-12-28T02:10:06.085Z,"10km W of Greenville, California",earthquake
2013-12-23T13:11:34.040Z,32.927,-97.5767,6.48,3.3,mb_lg,,42,0.014,0.46,us,usc000lqat,2013-12-26T07:55:21.940Z,"1km S of Reno, Texas",earthquake
2013-12-23T12:53:49.700Z,40.1572,-121.0762,0.1,3,Md,,100.8,0.08084838,0.21,nc,nc72129046,2013-12-27T12:04:13.401Z,"10km W of Greenville, California",earthquake
2013-12-23T12:39:50.000Z,59.378,-154.3511,100,2.8,ml,23,305.999975520002,0.8668742,2.32,ak,ak10899039,2013-12-23T20:42:17.849Z,"52km SE of Old Iliamna, Alaska",earthquake
2013-12-23T12:38:35.900Z,39.9542,-120.755,12.1,1.8,Md,,140.4,0.12576414,0.1,nc,nc72129041,2013-12-28T02:08:05.833Z,"12km E of East Quincy, California",earthquake
2013-12-23T12:37:18.000Z,62.1535,-152.0937,98.5,2.4,ml,43,93.5999925120006,0.3144103,0.71,ak,ak10899034,2013-12-23T12:46:02.425Z,"104km W of Talkeetna, Alaska",earthquake
2013-12-23T12:31:13.870Z,-6.3838,154.8707,79.43,4.8,mb,,38,5.873,0.7,us,usc000lqa9,2013-12-23T20:33:48.608Z,"68km W of Panguna, Papua New Guinea",earthquake
2013-12-23T12:05:47.930Z,-56.1304,-26.087,10,5.1,mb,,68,6.235,0.62,us,usc000lq9w,2013-12-23T20:08:22.343Z,"93km NE of Visokoi Island, ",earthquake
2013-12-23T11:50:23.000Z,60.0928,-152.7942,98.1,2.3,ml,15,241.199980704002,0.3260884,0.35,ak,ak10898890,2013-12-23T11:57:18.542Z,"43km S of Redoubt Volcano, Alaska",earthquake
2013-12-23T11:40:53.800Z,38.8097,-122.7923,3.3,1.7,Md,,32.4,0,0.02,nc,nc72129026,2013-12-23T14:16:03.528Z,"4km NW of The Geysers, California",earthquake
2013-12-23T11:29:11.000Z,51.3448,-178.2626,24,2.1,ml,10,305.999975520002,0.5066498,0.27,ak,ak10905800,2013-12-27T17:16:43.696Z,"59km E of Amatignak Island, Alaska",earthquake
2013-12-23T11:16:12.000Z,65.0536,-146.7487,15.3,1.1,ml,10,136.799989056001,0.2874609,0.51,ak,ak10905799,2013-12-27T19:05:48.995Z,"44km NE of North Pole, Alaska",earthquake
2013-12-23T11:14:04.960Z,33.051,-115.917,3.14,1.89,ml,41,56,0.1028,0.15,ci,ci15447145,2013-12-24T17:50:18.740Z,"27km S of Salton City, California",earthquake
2013-12-23T11:03:52.840Z,32.8965,-116.2608333,8.34,1.6,ml,51,59,0.02055,0.26,ci,ci15447137,2013-12-24T19:49:08.950Z,"26km ENE of Pine Valley, California",earthquake
2013-12-23T10:58:50.000Z,38.1453,-83.8652,10.3,2.3,md,12,86.3999930880005,0.2425451,0.12,se,se122313b,2013-12-24T15:11:25.459Z,"8km W of Owingsville, Kentucky",earthquake
2013-12-23T10:57:29.000Z,63.4558,-149.6162,101.2,1.2,ml,15,75.5999939520005,0.3000373,0.54,ak,ak10905798,2013-12-27T17:16:44.653Z,"33km WNW of Cantwell, Alaska",earthquake
2013-12-23T10:49:46.500Z,38.745,-122.6978,2.6,1.4,Md,,176.4,0,0.04,nc,nc72129016,2013-12-23T13:21:07.531Z,"6km SE of The Geysers, California",earthquake
2013-12-23T10:29:49.000Z,63.6596,-149.5736,100,1.7,ml,16,129.599989632001,0.2901558,0.92,ak,ak10898743,2013-12-23T10:41:03.243Z,"37km SW of Healy, Alaska",earthquake
2013-12-23T10:07:54.000Z,61.7615,-151.3859,70,1.5,ml,24,61.1999951040004,0.2281721,0.4,ak,ak10905796,2013-12-27T17:16:50.373Z,"71km W of Willow, Alaska",earthquake
2013-12-23T10:05:21.550Z,-26.9048,-175.4266,37.18,4.8,mb,,108,3.213,0.92,us,usc000lq8w,2013-12-23T18:07:59.630Z,"South of Tonga",earthquake
2013-12-23T09:55:54.150Z,33.2225,-116.0978333,8.38,1.05,ml,32,74,0.11,0.22,ci,ci15447121,2013-12-24T19:37:21.800Z,"15km WSW of Salton City, California",earthquake
2013-12-23T09:52:48.900Z,39.3238,-122.886,5,1.7,Md,,79.2,0.1706799,0.01,nc,nc72128991,2013-12-23T11:36:05.982Z,"17km N of Upper Lake, California",earthquake
2013-12-23T09:49:38.000Z,60.1517,-152.4295,94.9,1.9,ml,29,107.999991360001,0.3925638,0.57,ak,ak10905795,2013-12-27T17:16:49.482Z,"41km SSE of Redoubt Volcano, Alaska",earthquake
2013-12-23T09:41:15.000Z,61.4908,-151.7768,100,2.4,ml,25,111.599991072001,0.2146974,0.91,ak,ak10898728,2013-12-23T09:52:37.359Z,"93km NNW of Nikiski, Alaska",earthquake
2013-12-23T09:39:18.000Z,59.3791,-151.9534,63.3,3.2,ml,38,118.799990496001,0.3171053,0.81,ak,ak10898722,2013-12-23T17:53:54.714Z,"37km SW of Homer, Alaska",earthquake
2013-12-23T09:25:12.750Z,35.5855,142.1749,16.25,5.1,mb,,90,3.144,1.11,us,usc000lq8c,2013-12-23T17:27:50.184Z,"122km E of Hasaki, Japan",earthquake
2013-12-23T09:15:23.850Z,33.2266667,-116.088,7.02,1.02,ml,26,59,0.1008,0.18,ci,ci15447105,2013-12-24T19:25:00.140Z,"14km WSW of Salton City, California",earthquake
2013-12-23T09:12:28.450Z,12.7569,143.0332,103.24,5.8,mwp,,18,1.969,0.71,us,usc000lq86,2013-12-26T09:50:35.488Z,"186km WSW of Merizo Village, Guam",earthquake
2013-12-23T09:11:34.830Z,36.2409,142.2838,22.81,5,mb,,96,3.305,0.77,us,usc000lq84,2013-12-23T17:14:25.221Z,"142km ENE of Hasaki, Japan",earthquake
2013-12-23T08:38:19.700Z,37.5305,-118.8218,7.3,1.4,Md,,154.8,0.06288207,0.02,nc,nc72128976,2013-12-23T10:18:02.705Z,"18km SE of Mammoth Lakes, California",earthquake
2013-12-23T08:24:08.800Z,39.6437,-122.015,18.9,1.9,Md,,46.8,0.3054272,0.14,nc,nc72128971,2013-12-28T01:32:06.885Z,"10km S of Hamilton City, California",earthquake
2013-12-23T08:02:57.450Z,35.7598333,-117.6506667,8.61,1.32,ml,21,69,0.07057,0.08,ci,ci15447073,2013-12-24T18:06:16.510Z,"15km N of Ridgecrest, California",earthquake
2013-12-23T07:58:10.460Z,-8.0799,108.2192,86.41,4.5,mb,,146,0.656,1.23,us,usc000lq7m,2013-12-23T16:00:48.763Z,"31km SSW of Kalapagenep, Indonesia",earthquake
2013-12-23T07:55:48.040Z,33.7141667,-116.7585,19.05,1.93,ml,66,24,0.03707,0.13,ci,ci15447065,2013-12-24T17:53:21.211Z,"4km SW of Idyllwild-Pine Cove, California",earthquake
2013-12-23T07:48:07.000Z,61.0106,-138.6596,14.1,1.9,ml,10,64.7999948160004,0.1590018,0.66,ak,ak10905789,2013-12-27T19:05:48.228Z,"68km WNW of Haines Junction, Canada",earthquake
2013-12-23T07:44:21.000Z,51.2169,-179.071,43.6,3.5,ml,11,313.199974944002,0.5991763,0.84,ak,ak10898452,2013-12-23T18:00:48.486Z,"5km SSE of Amatignak Island, Alaska",earthquake
2013-12-23T07:44:04.600Z,38.8135,-122.792,4.1,1.2,Md,,57.6,0.00898315,0.02,nc,nc72128961,2013-12-23T09:38:03.342Z,"5km NW of The Geysers, California",earthquake
2013-12-23T07:41:30.000Z,58.3551,-150.8952,10,2.3,ml,21,183.599985312001,1.058215,0.75,ak,ak10905787,2013-12-27T19:05:54.793Z,"109km NE of Kodiak, Alaska",earthquake
2013-12-23T07:16:43.610Z,-1.4696,100.4601,59.67,4.8,mb,,75,1.875,0.93,us,usc000lq78,2013-12-23T15:19:34.766Z,"18km SW of Painan, Indonesia",earthquake
2013-12-23T07:03:58.100Z,37.4252,-118.537,7.2,1.3,Md,,90,0.07186522,0.07,nc,nc72128951,2013-12-28T00:56:02.978Z,"10km NW of West Bishop, California",earthquake
2013-12-23T06:57:34.790Z,35.8442,141.9127,44.84,5.4,mb,,60,3.08,1.11,us,usc000lq71,2013-12-23T17:40:00.000Z,"98km E of Hasaki, Japan",earthquake
2013-12-23T06:44:48.100Z,38.7977,-122.8128,3.5,1.3,Md,,122.4,0.00898315,0.02,nc,nc72128936,2013-12-23T07:53:07.106Z,"5km WNW of The Geysers, California",earthquake
2013-12-23T06:39:21.000Z,63.2782,-150.492,136.5,1.5,ml,16,161.999987040001,0.1949344,0.63,ak,ak10905786,2013-12-27T17:16:29.046Z,"78km W of Cantwell, Alaska",earthquake
2013-12-23T06:30:00.700Z,33.3768333,-116.3615,8.39,1.47,ml,47,57,0.05019,0.16,ci,ci15447057,2013-12-24T17:18:04.050Z,"13km N of Borrego Springs, California",earthquake
2013-12-23T06:20:41.000Z,61.8162,-150.5168,40.8,2,ml,16,129.599989632001,0.3683093,0.6,ak,ak10898317,2013-12-23T06:31:58.860Z,"26km WNW of Willow, Alaska",earthquake
2013-12-23T06:03:08.400Z,-15.5892,-73.0478,96.32,4.6,mb,,137,4.781,1.33,us,usc000lq6g,2013-12-23T14:05:39.724Z,"83km WSW of Orcopampa, Peru",earthquake
2013-12-23T05:58:46.000Z,59.918,-152.6541,101.9,1.8,ml,32,61.1999951040004,0.2066125,0.6,ak,ak10905784,2013-12-27T17:16:28.395Z,"48km WNW of Anchor Point, Alaska",earthquake
2013-12-23T05:53:34.400Z,44.8493,-116.0038,10.7,2,Md,15,93.6,0.23805355,0.3,mb,mb13257499,2013-12-24T19:03:14.817Z,"10km SE of McCall, Idaho",earthquake
2013-12-23T05:21:01.800Z,44.6516,-112.6171,12.2,1.5,Md,20,75.6,0.16888327,0.14,mb,mb13336734,2013-12-24T19:03:04.796Z,"2km NW of Lima, Montana",earthquake
2013-12-23T05:06:19.000Z,62.4369,-151.2047,89,1.5,ml,17,86.3999930880005,0.481497,0.55,ak,ak10905782,2013-12-27T17:16:30.673Z,"58km WNW of Talkeetna, Alaska",earthquake
2013-12-23T05:00:23.010Z,33.1215,-116.4853333,11.15,1.52,ml,54,37,0.1025,0.21,ci,ci15447049,2013-12-23T22:46:00.230Z,"11km ENE of Julian, California",earthquake
2013-12-23T04:37:16.000Z,61.0466,-152.4064,115,1.8,ml,27,111.599991072001,0.1500187,0.28,ak,ak10905781,2013-12-27T17:16:29.869Z,"65km NNE of Redoubt Volcano, Alaska",earthquake
2013-12-23T04:11:19.000Z,61.8153,-150.5504,43.4,2.2,ml,33,57.5999953920004,0.3629194,0.61,ak,ak10898290,2013-12-23T04:24:12.416Z,"28km WNW of Willow, Alaska",earthquake
2013-12-23T04:03:56.200Z,19.0886,-67.8841,13,2.7,Md,5,270,0.74021179,0.25,pr,pr13357000,2013-12-23T12:06:23.307Z,"78km NE of Punta Cana, Dominican Republic",earthquake
2013-12-23T04:02:14.900Z,38.828,-122.852,2.7,1.1,Md,,115.2,0,0.02,nc,nc72128901,2013-12-23T06:57:06.074Z,"10km NW of The Geysers, California",earthquake
2013-12-23T03:57:35.000Z,61.384,-140.0436,1.9,2.1,ml,18,100.799991936001,0.4383779,0.47,ak,ak10898283,2013-12-23T04:01:24.246Z,"153km WNW of Haines Junction, Canada",earthquake
2013-12-23T03:56:06.700Z,38.7583,-122.7158,2,1.3,Md,,136.8,0.01796631,0.05,nc,nc72128891,2013-12-23T06:04:05.457Z,"4km ESE of The Geysers, California",earthquake
2013-12-23T03:51:56.700Z,35.0779,-85.01,7.6,2.2,md,11,57.5999953920004,0.2245788,0.08,se,se122313a,2013-12-23T13:38:59.708Z,"4km NE of Collegedale, Tennessee",earthquake
2013-12-23T03:49:31.000Z,61.1511,-148.8597,13.2,1.3,ml,14,57.5999953920004,0.3242918,0.53,ak,ak10905778,2013-12-27T17:16:32.309Z,"43km NNW of Whittier, Alaska",earthquake
2013-12-23T03:12:18.000Z,63.232,-150.3562,100,1.8,ml,14,190.799984736001,0.2191889,0.35,ak,ak10898153,2013-12-23T03:59:13.521Z,"72km WSW of Cantwell, Alaska",earthquake
2013-12-23T02:55:45.900Z,45.3602,-118.206,8.7,3,Md,,147.6,0.51203971,0.31,uw,uw60659986,2013-12-24T18:20:16.851Z,"10km WNW of La Grande, Oregon",earthquake
2013-12-23T02:47:39.000Z,62.7974,-149.2368,19.2,1,ml,6,151.199987904001,0.3144103,0.1,ak,ak10898151,2013-12-23T03:04:11.657Z,"67km SSW of Cantwell, Alaska",earthquake
2013-12-23T02:39:13.000Z,63.0661,-150.6459,110.8,1.5,ml,16,151.199987904001,0.4150217,0.4,ak,ak10905775,2013-12-27T17:16:31.653Z,"87km NNW of Talkeetna, Alaska",earthquake
2013-12-23T02:34:18.000Z,63.9098,-148.8109,103.1,1.3,ml,15,115.199990784001,0.1868496,0.54,ak,ak10905774,2013-12-27T17:16:34.696Z,"9km NE of Healy, Alaska",earthquake
2013-12-23T02:28:01.700Z,37.626,-121.987,11.9,1.4,Md,,118.8,0.11678099,0.06,nc,nc72128866,2013-12-23T04:45:06.973Z,"4km NE of Union City, California",earthquake
2013-12-23T02:24:20.000Z,45.7663,-121.8733,12.5,1,Md,,122.4,0.13474729,0.22,uw,uw60659981,2013-12-23T04:06:27.245Z,"6km NW of Carson, Washington",earthquake
2013-12-23T02:15:05.890Z,38.2558,-115.9487,15.72,1.47,ml,7,240,1.068,0.32,nn,nn00431967,2013-12-23T02:17:07.723Z,"37km ENE of Warm Springs, Nevada",earthquake
2013-12-23T02:03:18.000Z,62.2449,-151.2945,100,2.2,ml,25,147.599988192001,0.2865626,1.07,ak,ak10898026,2013-12-23T02:11:59.999Z,"62km W of Talkeetna, Alaska",earthquake
2013-12-23T01:39:35.900Z,44.823,-111.445,10.1,3.1,md,,,,1.04,us,usc000lq54,2013-12-29T13:43:31.168Z,"32km WNW of West Yellowstone, Montana",earthquake
2013-12-23T01:24:13.000Z,38.8248,-122.8043,3,1.8,Md,,54,0.00898315,0.02,nc,nc72128846,2013-12-23T03:54:06.258Z,"6km NW of The Geysers, California",earthquake
2013-12-23T01:09:16.000Z,60.2597,-140.787,13.6,1.7,ml,5,201.599983872001,0.1293574,0.29,ak,ak10898018,2013-12-23T01:14:36.999Z,"93km ENE of Cape Yakataga, Alaska",earthquake
2013-12-23T01:03:13.000Z,53.5647,-164.5487,42.1,2.6,ml,17,255.599979552002,0.8686709,0.63,ak,ak10898015,2013-12-23T09:05:52.345Z,"102km SE of Akutan, Alaska",earthquake
2013-12-23T00:51:38.700Z,38.8257,-122.8042,3.2,1.8,Md,,50.4,0.00898315,0.04,nc,nc72128826,2013-12-23T03:27:08.373Z,"6km NW of The Geysers, California",earthquake
2013-12-23T00:51:22.000Z,61.382,-152.0047,118,1.8,ml,30,68.3999945280004,0.07456017,0.5,ak,ak10905769,2013-12-27T17:16:33.222Z,"86km NNW of Nikiski, Alaska",earthquake
2013-12-23T00:51:16.100Z,38.8247,-122.8048,3.1,1,Md,,54,0,0.02,nc,nc72128831,2013-12-23T00:52:52.260Z,"6km NW of The Geysers, California",earthquake
2013-12-23T00:51:16.100Z,38.825,-122.804,3.2,1.1,Md,,54,0.00898315,0.03,nc,nc72128836,2013-12-25T01:10:03.480Z,"6km NW of The Geysers, California",earthquake
2013-12-23T00:35:01.200Z,38.7608,-122.7408,2.5,1.2,Md,,97.2,0.00898315,0.03,nc,nc72128811,2013-12-23T03:27:08.371Z,"2km SE of The Geysers, California",earthquake
2013-12-23T00:22:58.500Z,38.8223,-122.8073,3.2,1,Md,,61.2,0,0.02,nc,nc72128801,2013-12-23T01:16:04.688Z,"6km NW of The Geysers, California",earthquake
2013-12-23T00:20:33.500Z,38.822,-122.808,3.4,2.6,Md,,21.6,0,0.05,nc,nc72128776,2013-12-30T23:46:02.225Z,"6km NW of The Geysers, California",earthquake
2013-12-22T23:30:29.000Z,13.239,-90.16,27.4,4.6,mb,,,,1.5,us,usc000lq45,2013-12-23T23:54:35.125Z,"53km SW of Acajutla, El Salvador",earthquake
2013-12-22T23:09:04.360Z,33.5036667,-116.4715,9.66,1.49,ml,46,99,0.04303,0.15,ci,ci15446961,2013-12-24T19:23:42.170Z,"19km ESE of Anza, California",earthquake
2013-12-22T22:59:23.000Z,60.0599,-148.4969,0.1,2.5,ml,16,197.999984160001,0.4779037,1.02,ak,ak10897879,2013-12-23T07:02:02.121Z,"51km ESE of Bear Creek, Alaska",earthquake
2013-12-22T22:51:19.100Z,39.4947,-122.9467,11.9,1.6,Md,,43.2,0.00898315,0.06,nc,nc72128756,2013-12-28T05:40:03.850Z,"33km NE of Redwood Valley, California",earthquake
