Date,TimeUTC,Latitude,Longitude,Magnitude,Depth
2010/09/06,05:44:16.3,52.667,-169.514,2.9, 14
2010/09/06,04:02:27.6,-3.983,142.961,5.1, 61
2010/09/06,03:34:46.8,-43.459,172.181,4.2,  6
2010/09/06,03:32:54.5,18.169,-67.65,2.6, 53
2010/09/06,03:20:46.0,-37.785,-73.423,4.9, 39
2010/09/06,03:08:54.8, 6.064,126.136,4.6, 82
2010/09/06,03:07:42.2,-43.603,172.382,4.3,  8
2010/09/06,02:49:49.4,11.011,-85.396,4.9,172
2010/09/06,02:48:17.1,-43.67,172.431,4.1,  5
2010/09/06,01:42:00.5,50.201,-130.22,3.9, 10
2010/09/06,01:15:24.8,50.023,-130.187,3.8, 10
2010/09/06,01:14:13.3,41.006,-125.41,3.0, 24
2010/09/06,00:35:04.0,-43.59,172.257,4.4, 17
2010/09/05,23:48:26.7,-23.825,179.976,5.4,535
2010/09/05,20:33:02.9,-6.134,149.805,4.9, 57
2010/09/05,20:07:08.8,-21.572,-179.052,4.5,571
2010/09/05,19:18:16.1,-43.62,172.501,3.4, 10
2010/09/05,19:07:24.4,58.552,-150.428,2.8,  5
2010/09/05,18:17:06.4,-17.276,-174.123,4.7, 10
2010/09/05,17:58:39.3,36.101, 70.275,4.4, 89
2010/09/05,17:43:12.6,-24.228,-176.372,4.8, 15
2010/09/05,17:34:16.6,-0.544,127.477,5.6, 27
2010/09/05,17:31:37.9,-6.21,154.758,4.8, 35
2010/09/05,17:23:15.4,-49.824,-7.763,4.4, 10
2010/09/05,16:47:22.0,59.859,-139.08,3.0,  5
2010/09/05,16:27:02.5,16.288,145.267,4.9, 10
2010/09/05,16:10:09.6,-43.523,172.349,4.0, 11
2010/09/05,16:06:39.1,-18.935,-67.382,4.8,208
2010/09/05,16:06:26.4,-43.585,171.910,4.4, 14
2010/09/05,16:01:12.3,32.180,-115.265,3.8,  7
2010/09/05,15:15:56.7,54.433,167.451,4.3, 29
2010/09/05,13:29:42.0,-39.435,174.180,4.4,238
2010/09/05,13:25:50.0,52.675,-169.211,2.7,  3
2010/09/05,13:23:46.1,52.760,-169.434,3.1,  4
2010/09/05,13:13:27.2,51.006,-176.087,2.7, 14
2010/09/05,12:19:20.2, 5.975,126.622,4.7, 78
2010/09/05,12:18:20.8,-36.355,177.623,4.6,243
2010/09/05,12:16:34.8,-43.614,172.463,4.2,  2
2010/09/05,11:35:30.1,37.621,-118.813,2.8,  8
2010/09/05,10:41:26.1,63.352,-145.099,4.1,  3
2010/09/05,10:35:33.7,17.917,-107.104,4.1, 10
2010/09/05,10:30:07.6,52.616,-169.358,2.9, 13
2010/09/05,10:27:26.4,52.568,-169.143,2.7, 13
2010/09/05,10:07:06.5, 3.705,126.051,4.8,105
2010/09/05,09:50:09.0,51.049,-176.124,3.0, 16
2010/09/05,09:48:57.6,52.769,-169.319,2.9,  3
2010/09/05,09:48:43.8,51.110,-176.154,2.6, 17
2010/09/05,09:44:51.0,-43.531,172.423,3.5,  2
2010/09/05,09:32:29.5,-8.828,127.602,4.0, 35
2010/09/05,09:16:01.0,19.056,-66.831,3.0,  6
2010/09/05,09:08:05.3,-4.296,100.889,4.5, 25
2010/09/05,09:07:52.4,-43.574,172.302,4.1,  9
2010/09/05,09:00:07.4,52.620,-169.072,2.9, 12
2010/09/05,08:52:10.4,52.545,-169.054,3.2,  5
2010/09/05,08:50:49.7,52.919,-169.58,2.5,  5
2010/09/05,08:40:31.0,52.660,-169.282,2.7,  5
2010/09/05,08:20:12.3,-5.993,147.728,5.3, 57
2010/09/05,07:42:06.6,52.606,-163.967,2.6, 25
2010/09/05,07:31:33.3,63.065,-150.842,3.0,127
2010/09/05,07:18:26.9,37.808,-122.234,2.3,  5
2010/09/05,07:07:59.6,53.504,-164.16,2.8, 25
2010/09/05,06:31:44.9,51.075,-176.083,3.2, 18
2010/09/05,05:15:27.1,51.064,-176.077,2.9, 26
2010/09/05,04:21:52.1,45.768,151.687,4.4,  9
2010/09/05,04:15:20.4,51.022,-176.113,2.5, 23
2010/09/05,04:03:30.4,52.532,-166.636,2.7, 24
2010/09/05,03:54:25.6,51.101,-176.106,2.8, 26
2010/09/05,03:43:43.0,-30.579,-178.033,4.9, 45
2010/09/05,03:29:33.0,51.081,-176.078,3.8, 19
2010/09/05,03:25:21.6,51.083,-176.084,3.1, 17
2010/09/05,02:53:02.2,-43.652,172.548,3.8, 16
2010/09/05,02:07:59.3,-10.02, 33.863,4.6, 10
2010/09/05,01:55:54.0,-43.535,172.237,4.3, 12
2010/09/05,01:49:50.9,-16.129,168.042,4.7,188
2010/09/05,01:44:43.5,59.852,-152.79,4.0, 88
2010/09/05,01:32:42.6,52.747,-166.626,2.8, 19
2010/09/05,01:25:15.3,52.778,-169.371,2.9,  5
2010/09/05,01:04:56.6,-43.647,172.380,4.3,  5
2010/09/05,00:52:51.6,51.092,-176.123,3.0, 17
2010/09/05,00:46:00.3,43.127,-126.428,4.4, 10
2010/09/05,00:43:17.2,-43.689,172.637,4.3, 29
2010/09/05,00:19:13.2,-43.624,172.334,4.2,  7
2010/09/04,23:00:02.5,-37.992, 49.073,5.2, 14
2010/09/04,22:44:48.0,52.816,-169.555,2.6,  5
2010/09/04,22:40:55.5,32.204,-115.253,3.8,  6
2010/09/04,22:24:17.5,52.628,-169.477,3.0,  5
2010/09/04,22:15:53.4,-43.615,172.410,4.2,  6
2010/09/04,22:03:42.1,-43.643,172.373,4.1,  5
2010/09/04,21:46:09.1,-43.624,172.403,4.4,  6
2010/09/04,20:40:35.5,51.459,-175.805,3.1, 28
2010/09/04,20:13:54.5,-43.655,172.368,4.3,  5
2010/09/04,20:13:40.1,51.409,-175.983,2.9, 28
2010/09/04,19:57:41.2,51.338,-175.933,3.0, 26
2010/09/04,19:51:38.4,-43.548,171.862,4.2, 15
2010/09/04,19:41:46.8,-43.628,172.278,4.1,  5
2010/09/04,19:14:39.3,11.513,125.780,4.3, 35
2010/09/04,18:59:53.0,-43.636,172.125,4.3,  5
2010/09/04,18:36:54.6,-43.636,171.908,4.0,  5
2010/09/04,18:17:12.3,53.477,-164.814,2.7, 26
2010/09/04,17:53:13.1,-43.636,172.135,4.4,  4
2010/09/04,17:43:55.2,32.147,-115.832,2.9,  7
2010/09/04,17:28:39.8,-43.595,172.190,4.5, 13
2010/09/04,17:20:31.7,-43.616,172.139,4.4,  5
2010/09/04,17:18:02.0,-24.688,-65.38,4.8, 28
2010/09/04,17:17:56.0,-43.661,172.106,4.3,  7
2010/09/04,17:15:13.6,-21.5,-175.854,4.7, 55
2010/09/04,17:11:26.4,32.240,-115.335,4.1,  6
2010/09/04,16:26:30.6,-19.46,-176.05,4.2, 10
2010/09/04,16:25:07.2,-5.747,103.219,4.5, 35
2010/09/04,16:23:17.7,-43.658,172.186,3.9, 10
2010/09/04,16:22:09.0,35.611,-97.24,3.3,  3
2010/09/04,16:07:07.6,34.217,-116.353,2.4,  6
2010/09/04,14:11:41.7,-2.445,138.507,4.9, 35
2010/09/04,13:19:21.1, 7.01 ,123.56 ,4.2, 10
2010/09/04,13:06:42.5,52.659,-168.968,2.6,  6
2010/09/04,11:51:58.8,-59.075,-25.494,5.4, 35
2010/09/04,11:43:13.7,-43.574,171.872,4.1, 10
2010/09/04,11:37:20.8,-9.139,150.245,4.9, 10
2010/09/04,11:30:01.4,-14.518,-76.123,5.2, 22
2010/09/04,11:27:23.8,-43.571,172.413,3.8, 20
2010/09/04,11:04:31.1,42.197,-124.456,3.0, 24
2010/09/04,11:01:39.6,47.900,156.661,4.8, 33
2010/09/04,10:38:01.1,-43.264,171.988,4.9,  8
2010/09/04,10:34:52.4,-43.613,172.464,4.5, 18
2010/09/04,10:32:36.8,-43.404,171.830,4.0, 14
2010/09/04,10:27:15.9,-33.504,-179.139,4.0, 35
2010/09/04,09:17:54.1,52.556,-174.492,3.0,204
2010/09/04,08:54:27.5,-43.563,171.856,4.7,  9
2010/09/04,08:52:04.1,-17.368,-173.999,6.1, 69
2010/09/04,08:35:48.7,35.420, 26.480,4.0, 35
2010/09/04,07:50:25.4,-7.836,-74.342,4.9,163
2010/09/04,07:49:22.1,-14.9,-75.331,4.7, 44
2010/09/04,07:07:07.6,-43.592,172.372,4.7,  4
2010/09/04,07:03:14.0,-43.602,172.368,4.5,  4
2010/09/04,06:54:11.3,-43.602,172.375,4.2,  4
2010/09/04,06:47:53.9,-20.294,-174.59,4.7, 35
2010/09/04,06:23:52.0,-30.371,-177.742,4.7, 35
2010/09/04,05:04:11.8,52.676,-169.078,2.7,  2
2010/09/04,04:55:56.3,-43.574,171.968,5.0,  5
2010/09/04,04:48:39.0,-43.624,172.412,4.7,  5
2010/09/04,04:44:22.5,-43.753,172.989,4.0,  4
2010/09/04,04:33:43.8,-43.587,172.048,3.9,  2
2010/09/04,04:05:21.9,-29.913,-177.77,4.4, 59
2010/09/04,03:47:41.5,-22.835,-66.941,4.4,182
2010/09/04,03:44:14.4,-43.621,172.154,4.0, 13
2010/09/04,03:39:19.6,-2.494,138.538,5.0, 45
2010/09/04,03:33:13.8,-2.473,138.569,4.6, 38
2010/09/04,03:14:34.5,-2.475,138.470,5.6, 44
2010/09/04,02:50:19.2,-43.508,172.322,3.8, 10
2010/09/04,02:10:09.5,-14.623,-76.252,4.0, 35
2010/09/04,02:07:51.2,20.342,145.275,4.6, 40
2010/09/04,02:04:44.1,29.254,142.710,4.6, 10
2010/09/04,02:04:37.2,52.413,-169.499,3.4, 16
2010/09/04,02:01:03.4,-43.682,172.233,4.4, 14
2010/09/04,02:00:16.8,-17.63,-172.52,4.3, 35
2010/09/04,01:52:21.7,-43.597,172.334,4.3,  5
2010/09/04,01:49:24.4,-43.572,172.349,4.0, 21
2010/09/04,01:42:17.6,52.690,-166.695,2.6, 25
2010/09/04,01:38:22.1,52.738,-166.747,3.5,  1
2010/09/04,01:27:53.8,33.799,-117.072,2.7, 18
2010/09/04,01:26:11.3,52.750,-166.761,4.7, 28
2010/09/04,01:23:16.2,-14.976,167.107,4.2, 61
2010/09/04,01:06:34.0,-36.64,-73.402,3.5, 44
2010/09/04,01:01:13.7,52.653,-169.392,2.6,  5
2010/09/04,00:23:11.0,62.860,-125.82,3.9,  1
2010/09/04,00:18:05.0,-43.592,172.242,4.0,  6
2010/09/03,23:42:41.0,-36.702,-73.153,4.4, 40
2010/09/03,23:31:42.4,52.678,-169.394,3.3,  7
2010/09/03,23:14:54.5,-43.339,172.204,4.9, 10
2010/09/03,23:12:45.6,-43.555,172.160,4.9,  9
2010/09/03,22:58:49.0,-43.604,172.346,3.9,  5
2010/09/03,22:55:37.7,-15.387,166.581,4.4, 35
2010/09/03,22:50:15.9,-43.594,172.350,4.0, 12
2010/09/03,22:46:40.2,-7.632,129.839,4.1, 64
2010/09/03,22:22:46.0,-36.63,-73.318,4.4, 29
2010/09/03,22:17:26.7,-43.614,172.403,4.4,  5
2010/09/03,22:12:35.8,-31.674,-67.96,4.9,101
2010/09/03,21:53:20.6,51.469,-175.93,2.9, 26
2010/09/03,21:42:43.4,-43.588,172.385,4.1,  5
2010/09/03,21:41:20.9,50.043,179.574,3.0, 26
2010/09/03,21:21:19.4,-43.585,172.287,3.9,  5
2010/09/03,21:15:30.5,42.741,145.391,5.2, 62
2010/09/03,20:18:40.5,12.199,141.610,4.6, 43
2010/09/03,20:15:05.2,-43.586,172.391,4.5,  5
2010/09/03,20:00:14.5,12.190,141.613,4.9, 43
2010/09/03,19:57:10.9,12.217,141.485,4.8, 42
2010/09/03,19:56:49.2,-43.605,172.404,4.1,  5
2010/09/03,19:53:02.5,59.219,-152.253,2.6, 59
2010/09/03,19:52:45.7,-43.569,172.001,4.0,  9
2010/09/03,19:25:35.3,52.565,-169.187,2.6,  4
2010/09/03,19:13:20.9,-43.642,172.430,4.4,  5
2010/09/03,19:07:01.1,-43.65,172.203,4.6, 11
2010/09/03,19:06:57.3,24.233,122.732,4.3, 46
2010/09/03,19:02:36.3,52.646,-169.339,3.0,  7
2010/09/03,18:44:37.6,24.745,121.998,4.4,  7
2010/09/03,18:33:15.7,-43.622,172.358,4.2,  8
2010/09/03,18:17:59.1,-43.538,171.953,4.3, 16
2010/09/03,18:04:06.8,-43.552,172.558,4.1, 24
2010/09/03,18:01:11.6,-43.618,172.344,4.0,  3
2010/09/03,17:57:22.9,-43.387,171.896,4.0, 10
2010/09/03,17:55:03.8,-43.569,172.123,4.1,  3
2010/09/03,17:46:20.8,-43.647,172.176,4.3, 15
2010/09/03,17:38:11.3,-43.506,172.126,4.1, 11
2010/09/03,17:30:58.7,-43.463,172.460,4.2, 10
2010/09/03,17:26:04.3,-43.619,172.084,4.7,  7
2010/09/03,17:22:39.9,-43.4,171.884,4.5, 10
2010/09/03,17:18:37.4,-43.243,172.313,4.5, 10
2010/09/03,17:06:50.8,-3.65,101.961,5.6, 73
2010/09/03,17:06:30.8,-43.662,172.261,4.7, 10
2010/09/03,16:59:19.9,-43.62,171.915,5.1, 10
2010/09/03,16:52:55.5,-43.535,172.417,5.0, 10
2010/09/03,16:50:06.8,-43.407,172.052,4.4, 10
2010/09/03,16:48:50.4,-43.542,172.164,4.7, 10
2010/09/03,16:43:27.8,-43.417,172.160,4.6, 10
2010/09/03,16:35:47.8,-43.53,171.812,7.0, 12
2010/09/03,16:35:41.8,-43.55,172.180,5.2, 10
2010/09/03,15:16:44.0,-30.689,-70.602,4.4, 46
2010/09/03,14:33:39.0,-17.63,168.01 ,4.0, 35
2010/09/03,14:28:17.0,35.540,-97.003,2.7,  5
2010/09/03,14:06:45.0,51.489,-175.928,3.2, 26
2010/09/03,13:46:14.4,51.412,-175.986,2.6, 46
2010/09/03,13:03:16.4,-22.529,-174.536,4.3, 35
2010/09/03,12:37:21.4,51.554,-175.845,2.6, 54
2010/09/03,12:32:17.1,33.621,-116.688,2.5, 15
2010/09/03,12:15:03.4,51.406,-175.925,2.9, 37
2010/09/03,12:10:42.2,51.383,-176.071,2.5, 26
2010/09/03,12:02:25.7,52.714,-169.465,2.5,  4
2010/09/03,11:59:23.3,-15.459,166.633,4.0, 10
2010/09/03,11:42:11.7,51.344,-175.866,3.0, 22
2010/09/03,11:38:13.2,51.478,-175.919,3.4, 24
2010/09/03,11:33:48.4,51.391,-175.814,3.0, 27
2010/09/03,11:25:08.8,51.375,-176.01,3.7, 21
2010/09/03,11:24:44.9,33.737,-117.484,2.9,  9
2010/09/03,11:23:26.2,51.450,-175.925,3.2, 23
2010/09/03,11:16:06.6,51.451,-175.87,6.5, 24
2010/09/03,10:58:01.8,-7.596,119.309,4.9,293
2010/09/03,10:30:17.5,-5.574,153.053,5.0, 10
2010/09/03,10:29:22.2,-6.113,149.930,4.6, 74
2010/09/03,10:26:21.0,-14.622,167.446,4.5,174
2010/09/03,10:02:34.1,-15.384,166.668,4.3, 10
2010/09/03,09:32:47.8,60.338,-153.142,3.4,161
2010/09/03,09:21:06.8,52.805,-169.464,3.0,  1
2010/09/03,08:27:11.4,52.357,-175.673,2.6,177
2010/09/03,08:18:35.6,16.862,-94.325,4.0,125
2010/09/03,07:55:35.3,52.556,-169.107,2.6, 12
2010/09/03,05:50:38.8,52.490,-169.265,2.7, 14
2010/09/03,04:19:13.6,-13.941, 65.930,5.7, 10
2010/09/03,04:13:18.8,53.431,153.817,4.3,462
2010/09/03,04:10:26.6, 9.932,126.006,4.6, 65
2010/09/03,04:00:16.8,-17.58,168.164,4.9, 38
2010/09/03,03:49:13.0,-36.882,-72.748,4.2, 30
2010/09/03,03:39:23.4,-6.306,151.649,4.2, 55
2010/09/03,03:36:06.9,52.644,-169.226,2.5,  5
2010/09/03,02:38:27.5,-19.972,-174.496,4.8, 67
2010/09/03,02:32:22.3,53.455,-161.74,4.5, 18
2010/09/03,02:29:11.1,-6.133,149.961,5.0, 51
2010/09/03,02:08:57.3,-5.642,131.340,4.2, 35
2010/09/03,01:57:51.0,-38.873,175.835,4.3,117
2010/09/03,01:36:30.9,-19.909,-174.606,4.5, 47
2010/09/03,00:54:22.3,53.169,-164.324,2.9, 15
2010/09/03,00:38:46.6,56.428,-155.417,3.2, 43
2010/09/03,00:29:57.5,17.097,-94.674,4.0,120
2010/09/02,23:47:36.5,-0.184,124.628,4.7, 71
2010/09/02,20:32:04.6,33.857,-118.451,2.5, 13
2010/09/02,19:47:19.3,-17.93,167.903,4.6, 35
2010/09/02,19:14:24.4,-5.18,150.797,4.5,214
2010/09/02,17:23:26.4,32.162,-115.217,3.2,  7
2010/09/02,17:14:22.3,-24.612,-175.065,4.7, 35
2010/09/02,17:05:47.6,37.966,-122.35,2.4,  5
2010/09/02,16:35:33.7,37.969,-122.349,3.1,  7
2010/09/02,16:12:43.4, 8.340, 91.788,4.6, 21
2010/09/02,16:01:11.2,-16.28,-172.149,4.6, 35
2010/09/02,14:21:08.0,45.790,-75.16,2.6, 18
2010/09/02,13:43:58.8,51.106,-178.527,3.0, 27
2010/09/02,13:34:52.5,19.200,146.903,4.5, 56
2010/09/02,13:28:07.2,-6.59,-76.143,4.9, 17
2010/09/02,13:16:23.1,-18,167.85 ,4.1, 25
2010/09/02,13:01:22.8,-18.032,167.868,4.4, 35
2010/09/02,13:00:30.8,52.695,-169.309,2.6,  1
2010/09/02,12:02:45.4,-17.861,167.752,4.6, 35
2010/09/02,08:36:14.4,-6.367,148.835,4.1, 45
2010/09/02,08:18:03.7,39.247,-115.836,3.3,  5
2010/09/02,08:01:07.6, 0.091, 97.122,4.6, 38
2010/09/02,07:23:20.7,-3.983,142.011,4.5,117
2010/09/02,07:08:00.5,52.100,142.160,4.9, 10
2010/09/02,06:57:43.6,22.514,142.911,4.6,133
2010/09/02,06:24:55.0,33.913,-118.288,1.9, 16
2010/09/02,06:04:45.8,-22.15,-174.932,4.1, 35
2010/09/02,05:42:34.0,34.050,-118.976,2.0,  8
2010/09/02,04:36:50.2, 1.842,127.472,4.4,109
2010/09/02,03:53:04.5,38.228, 23.167,4.2,  9
2010/09/02,03:38:23.3,-8.412,121.911,4.8, 26
2010/09/02,03:26:00.5, 5.877,126.960,4.5,139
2010/09/02,03:09:07.1,23.702, 71.875,4.0, 10
2010/09/02,01:46:33.4,19.008,-64.346,3.4, 25
2010/09/02,00:57:23.2, 2.526, 96.046,4.8, 37
2010/09/02,00:28:17.4,-4.38,139.365,4.6, 35
2010/09/02,00:28:14.4,-20.299,-68.493,4.5, 86
2010/09/02,00:16:39.4,12.788, 92.563,5.1, 25
2010/09/01,23:48:08.4,51.239,-172.732,2.7, 50
2010/09/01,23:30:05.4,52.618,-168.945,2.5,  5
2010/09/01,22:32:06.7,52.620,-169.224,2.6,  4
2010/09/01,22:21:24.1,52.656,-169.487,3.0,  6
2010/09/01,21:37:16.1,-17.583,-178.453,4.8,547
2010/09/01,21:24:45.4,-40.019,172.999,4.2, 53
2010/09/01,20:35:37.9,52.483,-170.099,2.7,  1
2010/09/01,19:35:43.6,-15.527,-173.249,4.8, 35
2010/09/01,19:15:17.3, 1.993,-97.827,4.6, 10
2010/09/01,18:52:13.1,-8.753,105.920,4.2, 10
2010/09/01,17:50:40.7,53.007,-162.456,2.7, 10
2010/09/01,17:24:32.0,-22.823,-68.855,5.2, 90
2010/09/01,16:42:32.5,-4.311,102.195,4.4, 61
2010/09/01,16:21:47.4,-6.007,151.139,4.3, 60
2010/09/01,16:11:53.8,-5.83,151.12 ,4.1, 35
2010/09/01,16:04:06.1, 1.695,-98.028,4.0, 10
2010/09/01,14:34:41.1,-17.846,167.439,4.8, 35
2010/09/01,14:21:32.1,36.225, 21.788,4.9, 50
2010/09/01,14:14:54.9, 1.98 ,-96.5,4.2, 10
2010/09/01,14:04:22.7,52.775,-169.509,2.8,  3
2010/09/01,13:56:36.9,-3.951,-80.607,4.4,109
2010/09/01,13:12:01.0,-5.856,148.574,4.6,140
2010/09/01,12:27:09.1,54.440,-161.456,2.6, 13
2010/09/01,12:24:50.0,-6.104,147.654,4.7, 69
2010/09/01,12:22:45.7,52.835,-173.805,2.6, 32
2010/09/01,11:13:49.6, 2.652, 95.462,4.4, 35
2010/09/01,08:20:16.4,53.171,-165.432,3.2, 41
2010/09/01,07:32:53.6,37.925,141.788,5.0, 44
2010/09/01,07:22:56.3,63.819,-165.932,3.1,  6
2010/09/01,06:22:09.3,-33.92,-72.226,4.5, 29
2010/09/01,05:58:35.7,36.857,-121.595,3.2,  7
2010/09/01,05:47:47.4,52.732,-169.628,2.9,  5
2010/09/01,05:21:00.7,-20.312,-68.694,4.5,115
2010/09/01,04:01:47.9,56.215,-160.88,2.8,195
2010/09/01,03:10:37.0,12.120,141.317,4.6, 10
2010/09/01,02:57:37.7,12.895,142.953,4.9,156
2010/09/01,01:59:00.2,52.617,-169.401,2.6,  7
2010/09/01,01:55:26.3,12.574,125.506,4.4, 35
2010/09/01,01:55:13.2,23.32 ,126.26 ,4.4, 40
2010/09/01,01:50:18.1,-3.324,146.314,4.5, 58
2010/09/01,01:46:23.1,-6.861,150.191,5.0, 54
2010/09/01,01:29:16.1,56.554,-170.835,3.2, 27
2010/09/01,01:16:47.1,-5.45,148.87 ,4.3, 47
2010/09/01,01:07:34.0,35.604,-97.241,2.9,  4
2010/09/01,00:46:31.0,35.611,-97.235,3.1,  3
2010/08/31,23:55:03.2,70.818,-6.407,4.5, 10
2010/08/31,21:57:27.8,51.478,179.358,2.8, 62
2010/08/31,21:21:39.7,-37.187,177.655,4.0, 79
2010/08/31,21:16:00.6,13.803,144.859,5.0,123
2010/08/31,20:47:47.0,-3.587,127.414,5.0, 53
2010/08/31,20:03:34.8,54.484,-161.458,3.1, 13
2010/08/31,18:52:18.8,-6.277,147.536,4.2, 66
2010/08/31,18:27:31.5,36.582,141.370,4.5, 48
2010/08/31,18:00:30.0,41.800,-87.856,2.7,  0
2010/08/31,17:48:39.4,51.620,-177.68,2.6, 76
2010/08/31,17:27:36.5,51.900,-170.497,3.2, 31
2010/08/31,17:23:59.5,-17.52,168.058,4.7, 32
2010/08/31,16:05:57.3,-17.28,167.87 ,4.0, 35
2010/08/31,15:40:18.6, 0.666,124.968,4.3,142
2010/08/31,15:24:20.4,-4.155,133.241,4.0, 10
2010/08/31,15:00:42.9,50.998,-178.488,3.0, 25
2010/08/31,14:35:03.3,-28.796, 61.913,4.4, 10
2010/08/31,13:12:13.1,-59.196,-18.545,4.5, 20
2010/08/31,11:02:27.3,12.735,143.720,4.3, 10
2010/08/31,09:37:45.9,-36.162,177.960,4.3,205
2010/08/31,09:32:47.6,32.275,-115.3,3.4,  6
2010/08/31,09:18:37.5,52.626,-169.494,3.0,  7
2010/08/31,08:22:29.5,34.225,-119.517,2.9, 12
2010/08/31,07:54:29.7,60.628,-142.55,2.8, 12
2010/08/31,07:50:09.0,-5.834,151.241,4.6, 43
2010/08/31,07:48:54.0,40.592,-124.302,2.7, 22
2010/08/31,07:42:44.5,53.382,-163.542,3.3, 37
2010/08/31,06:43:17.9,51.059,-179.947,2.5, 16
2010/08/31,04:41:35.3,32.164,-115.217,3.0,  6
2010/08/31,03:27:29.3,-50.897, 28.973,4.4, 10
2010/08/31,02:45:59.7,52.712,-169.487,2.5,  9
2010/08/31,02:30:36.0,40.403,139.130,5.1, 48
2010/08/31,02:23:08.8,58.142,-151.469,2.5, 10
2010/08/31,01:52:44.5,51.763,-172.983,2.6, 47
2010/08/31,01:10:58.3,-20.62,168.424,4.5, 35
2010/08/31,00:33:29.2,55.770,-153.632,2.7, 27
2010/08/31,00:15:11.7,-20.75,168.583,4.6, 35
2010/08/31,00:09:29.2,-20.744,168.559,4.8, 35
2010/08/30,23:25:36.7,-16.11,-173.349,5.4, 14
2010/08/30,23:09:54.6,52.650,-169.588,3.4,  5
2010/08/30,22:21:41.5,-37.374,-96.352,4.7, 10
2010/08/30,22:03:02.4,31.871,-114.986,3.8, 10
2010/08/30,21:17:10.1,-35.947,176.873,4.1,250
2010/08/30,20:16:08.4,-37.36,-73.38,4.3, 49
2010/08/30,20:11:12.2,59.445,-152.674,3.2, 77
2010/08/30,20:07:36.5,63.234,-150.615,2.7,132
2010/08/30,19:55:47.7,-30.076,-177.527,4.9, 26
2010/08/30,16:44:45.1,32.088,-115.105,2.9,  9
2010/08/30,16:31:03.0,36.490,-81.724,2.7, 11
2010/08/30,13:40:33.4,18.920,145.572,4.8,216
2010/08/30,13:36:46.1,52.665,-169.624,2.7,  5
2010/08/30,13:20:46.9,-6.794,156.218,4.4,200
2010/08/30,12:57:44.2,58.024,-32.135,4.8, 10
2010/08/30,12:51:34.5,52.241,-168.132,3.0, 41
2010/08/30,12:35:59.9,-5.622,149.891,5.0, 35
2010/08/30,11:17:01.8,51.064,179.042,2.8, 15
2010/08/30,10:29:35.4,62.069,-149.648,2.8, 39
2010/08/30,09:39:26.1,25.142, 95.166,4.7,111
2010/08/30,08:58:35.2,54.286,-162.383,2.6, 13
2010/08/30,08:45:10.1,24.900,122.185,5.0, 15
2010/08/30,08:37:49.4,-29.845,-177.332,4.5, 35
2010/08/30,08:34:48.0,-35.251,-72.037,4.5, 20
2010/08/30,07:24:46.2,-6.957,129.594,4.7,126
2010/08/30,07:22:29.0,37.231, 71.479,4.5, 97
2010/08/30,05:16:00.7,-19.304,-175.717,4.6,208
2010/08/30,05:13:23.0,60.810,-151.181,3.1, 65
2010/08/30,05:04:42.9,-15.468,-173.927,4.7, 35
2010/08/30,04:44:58.9,-15.172,-173.992,4.8, 35
2010/08/30,04:44:19.9,-14.973,-174.163,5.0, 53
2010/08/30,04:25:04.1,30.786,132.190,4.7, 28
2010/08/30,02:15:34.8,32.228,-115.302,3.1,  6
2010/08/30,01:50:38.9,52.041,-179.703,2.9,184
2010/08/30,00:54:57.0,-5.65,149.916,4.5, 35
2010/08/30,00:39:02.9,-5.731,149.971,5.1, 54
2010/08/29,23:06:39.9,-41.157,173.966,4.0, 62
2010/08/29,21:39:22.8,61.469,-146.643,2.5, 14
2010/08/29,20:39:16.1,52.467,-169.274,3.5, 10
2010/08/29,19:34:19.5,38.789,-122.801,2.4,  4
2010/08/29,18:11:28.9,55.807,-157.942,2.7, 26
2010/08/29,18:08:06.2,64.707,-149.605,2.9, 15
2010/08/29,18:01:53.9,-6.277,151.217,4.2, 35
2010/08/29,17:17:19.0, 4.795,127.568,4.3,107
2010/08/29,17:07:13.1,57.512,-152.846,3.4, 31
2010/08/29,17:04:03.1,-34.305,-73.2,4.1, 35
2010/08/29,16:55:58.3,-17.467,167.770,4.4, 35
2010/08/29,15:59:02.7,52.990,-161.962,2.9, 25
2010/08/29,15:53:44.6,32.224,-115.295,4.3,  8
2010/08/29,15:04:24.7,52.642,-169.309,2.7,  2
2010/08/29,14:44:56.9,52.647,-169.296,2.6,  5
2010/08/29,14:34:33.6,52.580,-169.367,2.6,  4
2010/08/29,13:58:01.0,52.545,-169.616,3.4,  6
2010/08/29,13:53:53.0,52.594,-169.252,2.5,  5
2010/08/29,13:51:02.7,52.673,-169.564,3.7,  4
2010/08/29,13:48:40.2,52.572,-169.245,2.6,  1
2010/08/29,13:40:28.8,-31.27,-179.29,4.7,140
2010/08/29,11:54:16.9,-51.006,160.568,4.4, 10
2010/08/29,11:14:49.0,35.610,-97.237,2.5,  4
2010/08/29,10:30:28.7,59.691,-153.329,2.6,113
2010/08/29,10:02:45.0,-0.44,132.884,4.8, 51
2010/08/29,09:56:42.6,52.554,-169.285,2.8,  5
2010/08/29,09:50:01.9,51.490,-175.695,3.7, 33
2010/08/29,08:59:59.0,43.690,-70.62,2.3,  6
2010/08/29,08:51:00.8,-37.651,-73.441,4.7, 35
2010/08/29,08:25:20.5,51.606,-172.976,2.7, 25
2010/08/29,08:17:37.7,-48.706, 31.429,4.4, 10
2010/08/29,07:44:06.3,-37.94,-74.747,4.1, 35
