Src,EqId,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10485644,?,"Sunday, June 03, 2012 01:47:32 UTC",54.4921,-161.57,2.9,17.6,?,"106km SE of Cold Bay, Alaska"
us,b000a5rm,?,"Sunday, June 03, 2012 01:13:30 UTC",-20.9438,-174.7657,4.7,9.95,?,"47km NNE of `Ohonua, Tonga"
us,b000a5qx,?,"Sunday, June 03, 2012 00:33:04 UTC",17.9472,-63.2102,4.1,106.31,?,"18km WSW of Cul de Sac, Sint Maarten"
pr,12154006,?,"Saturday, June 02, 2012 22:15:50 UTC",19.284,-66.41,3.2,83.6,?,"90km N of Brenas, Puerto Rico"
ak,10487353,?,"Saturday, June 02, 2012 21:39:32 UTC",52.3055,-171.2891,2.8,25.4,?,"20km S of Amukta Island, Alaska"
pr,12154005,?,"Saturday, June 02, 2012 21:16:31 UTC",18.378,-66.4629,2.8,121.6,?,"3km NNW of Barahona, Puerto Rico"
ak,10487349,?,"Saturday, June 02, 2012 20:28:39 UTC",52.3313,-169.8218,3.3,3.8,?,"68km ESE of Yunaska Island, Alaska"
ak,10487348,?,"Saturday, June 02, 2012 20:28:15 UTC",52.5622,-169.978,2.7,5.8,?,"49km E of Yunaska Island, Alaska"
pr,12154004,?,"Saturday, June 02, 2012 19:28:02 UTC",18.9209,-64.9889,2.7,18.9,?,"64km N of Charlotte Amalie, U.S. Virgin Islands"
us,b000a5j2,?,"Saturday, June 02, 2012 18:16:58 UTC",-5.5694,141.3924,4.8,35.81,?,"62km N of Kiunga, Papua New Guinea"
pr,12154003,?,"Saturday, June 02, 2012 17:44:45 UTC",18.794,-67.442,2.5,17.8,?,"49km NW of San Antonio, Puerto Rico"
ci,15158321,?,"Saturday, June 02, 2012 15:55:38 UTC",32.113,-115.7332,3.1,12.1,?,"53km SSW of Progreso, Mexico"
ci,15158297,?,"Saturday, June 02, 2012 14:19:37 UTC",32.0888,-115.7242,2.7,12.1,?,"54km WSW of Alberto Oviedo Mota, Mexico"
pr,12154002,?,"Saturday, June 02, 2012 11:45:34 UTC",19.1415,-65.161,3.3,106.8,?,"91km NNW of Charlotte Amalie, U.S. Virgin Islands"
ak,10487321,?,"Saturday, June 02, 2012 11:02:32 UTC",53.0411,-162.8324,2.5,33.4,?,"205km S of False Pass, Alaska"
ak,10487319,?,"Saturday, June 02, 2012 10:38:17 UTC",55.5077,-154.2966,2.8,7.1,?,"90km ESE of Chirikof Island, Alaska"
ak,10485480,?,"Saturday, June 02, 2012 09:27:13 UTC",53.0937,-162.2072,3,41.4,?,"211km SSE of False Pass, Alaska"
us,b000a5cx,?,"Saturday, June 02, 2012 09:02:44 UTC",25.7969,142.5507,4.3,79.08,?,"146km SSE of Chichi-shima, Japan"
us,b000a5a0,?,"Saturday, June 02, 2012 07:52:53 UTC",-22.1092,-63.6247,6,519.58,?,"9km SE of Yacuiba, Bolivia"
us,b000a5a5,?,"Saturday, June 02, 2012 07:50:18 UTC",2.4297,90.5216,4.4,14.3,?,"Off the west coast of northern Sumatra"
us,b000a59n,?,"Saturday, June 02, 2012 07:31:08 UTC",-22.1329,-63.6545,4.4,513.92,?,"10km SSE of Yacuiba, Bolivia"
ak,10485413,?,"Saturday, June 02, 2012 06:43:56 UTC",54.6297,-154.0382,3,10,?,"166km SE of Chirikof Island, Alaska"
us,b000a58k,?,"Saturday, June 02, 2012 06:18:23 UTC",-27.743,-66.6979,4.5,146.28,?,"34km ESE of Belen, Argentina"
ak,10485399,?,"Saturday, June 02, 2012 05:14:53 UTC",50.2029,-179.4597,2.8,17.2,?,"120km SSW of Amatignak Island, Alaska"
us,b000a57x,?,"Saturday, June 02, 2012 05:01:02 UTC",-49.265,120.5439,4.7,9.83,?,"Western Indian-Antarctic Ridge"
us,b000a574,?,"Saturday, June 02, 2012 02:40:23 UTC",-0.8006,138.9435,4.5,13.74,?,"272km NW of Abepura, Indonesia"
ak,10485348,?,"Saturday, June 02, 2012 02:17:35 UTC",57.6585,-154.7529,3,55.6,?,"48km WNW of Larsen Bay, Alaska"
us,b000a54s,?,"Saturday, June 02, 2012 00:32:20 UTC",43.1164,46.2151,4.5,71.42,?,"2km ENE of Yalkhoy-Mokhk, Russia"
ak,10485289,?,"Saturday, June 02, 2012 00:18:43 UTC",63.0809,-147.3725,2.8,5.4,?,"86km ESE of Cantwell, Alaska"
uw,60423851,?,"Friday, June 01, 2012 23:06:19 UTC",49.3843,-120.5058,2.7,0,?,"8km S of Princeton, Canada"
us,b000a4rl,?,"Friday, June 01, 2012 19:11:24 UTC",35.7,140.614,4.6,54.9,?,"3km WSW of Asahi, Japan"
us,b000a4ps,?,"Friday, June 01, 2012 18:19:51 UTC",-31.7331,-68.5844,4.7,19.08,?,"5km S of Pocito, Argentina"
ak,10485054,?,"Friday, June 01, 2012 18:07:22 UTC",59.9286,-153.1319,2.6,123.4,?,"65km SSW of Redoubt Volcano, Alaska"
ak,10485033,?,"Friday, June 01, 2012 17:10:38 UTC",53.717,-162.9131,2.6,25.6,?,"130km SSE of False Pass, Alaska"
pr,12153000,?,"Friday, June 01, 2012 15:52:02 UTC",18.329,-68.496,3.4,137.1,?,"13km ESE of Boca de Yuma, Dominican Republic"
ak,10486441,?,"Friday, June 01, 2012 12:54:55 UTC",67.4781,-166.4777,3.1,20,?,"97km S of Point Hope, Alaska"
us,b000a4em,?,"Friday, June 01, 2012 12:32:22 UTC",39.786,75.239,5.4,10.3,?,"73km WNW of Kashi, China"
ak,10484968,?,"Friday, June 01, 2012 12:07:44 UTC",61.5748,-149.9433,2.6,37.1,?,"5km N of Big Lake, Alaska"
ak,10484958,?,"Friday, June 01, 2012 11:56:18 UTC",61.7383,-150.5103,3.3,45.7,?,"25km W of Willow, Alaska"
us,b000a4dm,?,"Friday, June 01, 2012 11:03:41 UTC",23.758,61.964,4.8,14.7,?,"144km S of Jiwani, Pakistan"
us,b000a4cp,?,"Friday, June 01, 2012 08:48:10 UTC",35.98,139.642,5.1,63.1,?,"0km WNW of Hasuda, Japan"
us,2012bhc1,?,"Friday, June 01, 2012 08:08:10 UTC",-31.634,-177.536,4.4,50.3,?,"131km E of L'Esperance Rock, New Zealand"
us,b000a4bu,?,"Friday, June 01, 2012 06:56:20 UTC",-0.72,133.269,5.8,25,?,"92km W of Manokwari, Indonesia"
nn,00378073,?,"Friday, June 01, 2012 06:54:08 UTC",36.6984,-116.3158,2.72,10.4186,?,"45km ESE of Beatty, Nevada"
us,b000a4be,?,"Friday, June 01, 2012 06:18:50 UTC",2.532,126.127,4.9,64.2,?,"159km NE of Bitung, Indonesia"
us,b000a4ak,?,"Friday, June 01, 2012 05:07:01 UTC",-77.16,-148.919,5.5,12,?,"Antarctica"
ak,10486423,?,"Friday, June 01, 2012 04:56:39 UTC",68.7993,-168.3064,2.7,20,?,"81km NW of Point Hope, Alaska"
ak,10484863,?,"Friday, June 01, 2012 04:49:19 UTC",51.677,178.7053,2.7,68.5,?,"33km SSE of Little Sitkin Island, Alaska"
us,b000a49n,?,"Friday, June 01, 2012 04:12:21 UTC",49.191,-128.851,4.1,10,?,"196km SSW of Port Hardy, Canada"
ak,10484846,?,"Friday, June 01, 2012 03:43:56 UTC",52.13,178.7349,2.8,59.1,?,"25km NE of Little Sitkin Island, Alaska"
us,b000a48z,?,"Friday, June 01, 2012 02:51:45 UTC",-17.362,-178.405,4.1,454.9,?,"257km ESE of Lambasa, Fiji"
us,b000a48m,?,"Friday, June 01, 2012 01:49:48 UTC",49.163,-128.813,4,16.3,?,"198km SSW of Port Hardy, Canada"
mb,12534910,?,"Friday, June 01, 2012 00:16:52 UTC",49.0931,-112.833,2.6,0.1,?,"36km ESE of Cardston, Canada"
ak,10484780,?,"Friday, June 01, 2012 00:15:23 UTC",63.6238,-149.8139,3.2,124.3,?,"49km WSW of Healy, Alaska"
us,b000a44y,?,"Thursday, May 31, 2012 23:01:02 UTC",-0.88,133.26,5.6,19,?,"91km W of Manokwari, Indonesia"
ci,15157321,?,"Thursday, May 31, 2012 22:41:17 UTC",34.105,-117.9238,2.7,13.3,?,"1km ESE of Irwindale, California"
pr,12152002,?,"Thursday, May 31, 2012 22:37:53 UTC",19.086,-65.9329,2.9,8,?,"70km NNE of San Juan, Puerto Rico"
hv,60352796,?,"Thursday, May 31, 2012 21:15:18 UTC",19.3652,-155.4748,3.5,10.9,?,"17km N of Pahala, Hawaii"
nn,00377888,?,"Thursday, May 31, 2012 16:41:32 UTC",38.5843,-116.4777,2.97,0.85,?,"44km NNW of Warm Springs, Nevada"
hv,60352666,?,"Thursday, May 31, 2012 16:08:00 UTC",19.1963,-155.3613,2.7,7,?,"12km E of Pahala, Hawaii"
us,b000a3qk,?,"Thursday, May 31, 2012 15:55:34 UTC",-20.358,-178.15,4.6,536.5,?,"65km ENE of Ndoi Island, Fiji"
us,b000a3pt,?,"Thursday, May 31, 2012 15:35:57 UTC",24.7135,67.2509,4,14.41,?,"27km SE of Karachi, Pakistan"
nc,71794166,?,"Thursday, May 31, 2012 14:54:33 UTC",37.5928,-118.481,2.9,10.3,?,"23km NNW of Dixon Lane-Meadow Creek, California"
us,b000a3m4,?,"Thursday, May 31, 2012 12:50:46 UTC",5.152,127.328,4.6,164.6,?,"184km SE of Pondaguitan, Philippines"
ak,10484258,?,"Thursday, May 31, 2012 12:25:20 UTC",56.6183,-157.5185,3,94.5,?,"86km ENE of Chignik Lake, Alaska"
hv,60352501,?,"Thursday, May 31, 2012 11:16:19 UTC",19.3283,-155.0552,2.9,8.8,?,"20km S of Fern Acres, Hawaii"
ak,10484228,?,"Thursday, May 31, 2012 08:58:42 UTC",60.1025,-151.6083,3.2,51,?,"34km SSW of Cohoe, Alaska"
ak,10484219,?,"Thursday, May 31, 2012 08:19:56 UTC",58.0969,-151.727,3.1,14.4,?,"52km NE of Kodiak, Alaska"
hv,60352431,?,"Thursday, May 31, 2012 07:58:22 UTC",19.223,-155.3478,2.6,0.1,?,"14km E of Pahala, Hawaii"
us,2012bgah,?,"Thursday, May 31, 2012 06:42:55 UTC",33.176,-118.833,3.5,5.3,?,"50km WSW of Avalon, California"
ci,15157065,?,"Thursday, May 31, 2012 06:42:55 UTC",33.1758,-118.8333,3.5,5.3,?,"52km WSW of Avalon, California"
us,2012bgaw,?,"Thursday, May 31, 2012 06:35:54 UTC",-11.37,-77.53,4.1,46,?,"30km SSE of Huacho, Peru"
us,b000a3hb,?,"Thursday, May 31, 2012 06:06:49 UTC",-23.22,-176.84,4.6,123.4,?,"280km SW of Vaini, Tonga"
us,b000a3gk,?,"Thursday, May 31, 2012 05:49:32 UTC",37.555,141.243,4.6,52,?,"22km ENE of Namie, Japan"
us,b000a3fe,?,"Thursday, May 31, 2012 04:57:25 UTC",-8.471,-74.131,4.6,161.7,?,"47km ESE of Pucallpa, Peru"
pr,12152000,?,"Thursday, May 31, 2012 04:23:09 UTC",18.9375,-64.428,3,30.6,?,"60km NNE of Road Town, British Virgin Islands"
hv,60352301,?,"Thursday, May 31, 2012 03:59:46 UTC",19.2363,-155.3433,2.7,0,?,"14km ENE of Pahala, Hawaii"
nc,71793936,?,"Thursday, May 31, 2012 02:50:35 UTC",38.837,-122.7738,2.5,3,?,"4km WNW of Cobb, California"
ak,10484128,?,"Thursday, May 31, 2012 02:09:14 UTC",61.1074,-149.5342,2.6,14.8,?,"23km ESE of Anchorage, Alaska"
nc,71793886,?,"Thursday, May 31, 2012 01:00:33 UTC",40.572,-124.74,2.6,14.6,?,"40km W of Ferndale, California"
pr,12151003,?,"Wednesday, May 30, 2012 23:03:14 UTC",17.9969,-67.2969,2.7,35.4,?,"12km WNW of Pole Ojea, Puerto Rico"
pr,12151004,?,"Wednesday, May 30, 2012 22:37:05 UTC",19.5351,-66.1922,3.5,142.7,?,"118km N of San Juan, Puerto Rico"
us,2012bfb8,?,"Wednesday, May 30, 2012 22:00:48 UTC",30.123,108.128,4.1,10,?,"72km WSW of Lichuan, China"
us,b000a34g,?,"Wednesday, May 30, 2012 21:59:02 UTC",-10.216,-74.516,4.8,19.2,?,"100km NE of Villa Rica, Peru"
us,b000a338,?,"Wednesday, May 30, 2012 21:24:25 UTC",19.391,-108.816,4.6,10,?,"237km ENE of Socorro Island, Mexico"
us,b000a337,?,"Wednesday, May 30, 2012 21:22:32 UTC",54.728,161.412,5.2,48.5,?,"180km SSW of Ust'-Kamchatsk Staryy, Russia"
us,b000a332,?,"Wednesday, May 30, 2012 21:20:56 UTC",43.386,78.773,5.4,18.2,?,"54km NW of Kegen, Kazakhstan"
pr,12151002,?,"Wednesday, May 30, 2012 20:46:11 UTC",18.8439,-64.955,3,15,?,"55km N of Charlotte Amalie, U.S. Virgin Islands"
ak,10483981,?,"Wednesday, May 30, 2012 20:42:06 UTC",59.772,-153.4392,2.8,136.3,?,"83km E of Old Iliamna, Alaska"
ak,10483968,?,"Wednesday, May 30, 2012 20:11:13 UTC",60.2375,-152.7101,3.1,107.4,?,"27km S of Redoubt Volcano, Alaska"
ci,15156777,?,"Wednesday, May 30, 2012 19:51:44 UTC",32.2542,-115.2435,2.6,15.9,?,"7km WNW of Alberto Oviedo Mota, Mexico"
ak,10485135,?,"Wednesday, May 30, 2012 19:04:08 UTC",52.48,-163.9699,2.5,26,?,"219km SE of Akutan, Alaska"
pr,12151001,?,"Wednesday, May 30, 2012 18:26:28 UTC",18.979,-65.0469,3.6,33,?,"71km N of Charlotte Amalie, U.S. Virgin Islands"
mb,12600076,?,"Wednesday, May 30, 2012 17:15:29 UTC",49.1171,-112.7416,2.9,3.3,?,"34km SSE of Magrath, Canada"
us,2012bfa1,?,"Wednesday, May 30, 2012 16:48:35 UTC",0.574,126.409,4.4,58.6,?,"109km WSW of Kota Ternate, Indonesia"
ak,10483766,?,"Wednesday, May 30, 2012 15:44:58 UTC",51.5015,-177.1373,2.9,46.3,?,"53km SW of Adak, Alaska"
ak,10485130,?,"Wednesday, May 30, 2012 15:22:12 UTC",51.6269,178.7886,3.1,91.7,?,"40km SSE of Little Sitkin Island, Alaska"
us,2012bfaz,?,"Wednesday, May 30, 2012 13:56:14 UTC",11.288,139.556,5,47.1,?,"198km NNW of Fais, Micronesia"
hv,60351931,?,"Wednesday, May 30, 2012 13:36:39 UTC",19.2682,-155.198,3.1,10.2,?,"18km SSE of Volcano, Hawaii"
hv,60351926,?,"Wednesday, May 30, 2012 13:33:11 UTC",19.2995,-155.2073,2.8,9.3,?,"14km SSE of Volcano, Hawaii"
us,2012bfax,?,"Wednesday, May 30, 2012 13:23:01 UTC",8.208,91.786,4.9,18.8,?,"170km W of Mohean, India"
us,b000a2kn,?,"Wednesday, May 30, 2012 09:28:14 UTC",24.531,95.072,4.5,103.1,?,"102km E of Yairipok, India"
ak,10483690,?,"Wednesday, May 30, 2012 08:18:13 UTC",60.0461,-148.3698,3.2,10.5,?,"58km ESE of Bear Creek, Alaska"
ak,10483684,?,"Wednesday, May 30, 2012 08:01:10 UTC",51.5648,-175.1941,3.8,27.2,?,"98km SW of Atka, Alaska"
ak,10483665,?,"Wednesday, May 30, 2012 07:12:03 UTC",60.0539,-153.1184,2.5,125.3,?,"52km SSW of Redoubt Volcano, Alaska"
us,b000a2ia,?,"Wednesday, May 30, 2012 06:57:05 UTC",-6.185,130.266,5.1,146.2,?,"227km NNW of Saumlaki, Indonesia"
us,b000a2i9,?,"Wednesday, May 30, 2012 06:55:48 UTC",28.59,52.305,4.9,28.2,?,"38km SW of Firuzabad, Iran"
hv,60351806,?,"Wednesday, May 30, 2012 06:21:39 UTC",19.2988,-155.2115,3.3,10.7,?,"14km S of Volcano, Hawaii"
ci,37052203,?,"Wednesday, May 30, 2012 05:15:11 UTC",33.7215,-119.0742,2.5,6,?,"39km SW of Malibu, California"
ci,15156505,?,"Wednesday, May 30, 2012 05:14:00 UTC",33.6918,-119.058,4,16.4,?,"41km SSW of Malibu, California"
pr,12151000,?,"Wednesday, May 30, 2012 03:28:54 UTC",18.1399,-67.855,3,101,?,"67km WSW of Rincon, Puerto Rico"
ak,10483613,?,"Wednesday, May 30, 2012 02:56:31 UTC",54.4818,-161.5176,2.7,17.1,?,"110km SE of Cold Bay, Alaska"
ak,10483585,?,"Wednesday, May 30, 2012 01:49:25 UTC",61.4446,-151.2103,3.5,65,?,"67km W of Big Lake, Alaska"
mb,12219061,?,"Wednesday, May 30, 2012 01:35:36 UTC",49.1666,-112.7933,2.5,0.7,?,"28km S of Magrath, Canada"
us,b000a2ec,?,"Wednesday, May 30, 2012 00:57:50 UTC",5.279,-73.71,4.2,156.3,?,"3km S of Lenguazaque, Colombia"
ak,10483393,?,"Wednesday, May 30, 2012 00:38:49 UTC",52.1705,-173.5793,2.9,7.4,?,"42km E of Atka, Alaska"
us,2012beci,?,"Tuesday, May 29, 2012 23:54:30 UTC",1.895,89.47,4.3,10,?,"North Indian Ocean"
us,2012bec6,?,"Tuesday, May 29, 2012 23:38:26 UTC",15.985,-98.408,4.1,20,?,"53km S of Cuajinicuilapa, Mexico"
us,b000a2ct,?,"Tuesday, May 29, 2012 22:44:29 UTC",16.6199,-98.0004,4.2,9.95,?,"11km ESE of San Pedro Amuzgos, Mexico"
ci,15156305,?,"Tuesday, May 29, 2012 21:39:41 UTC",34.9462,-116.7243,2.6,4,?,"27km E of Barstow, California"
pr,12150006,?,"Tuesday, May 29, 2012 21:28:07 UTC",18.912,-65.4,3.2,80,?,"68km NNE of Luquillo, Puerto Rico"
us,b000a22d,?,"Tuesday, May 29, 2012 18:28:02 UTC",44.958,11.012,4.5,13.1,?,"2km SW of San Giacomo delle Segnate, Italy"
ci,15156185,?,"Tuesday, May 29, 2012 18:15:34 UTC",32.9152,-115.5775,2.6,9.8,?,"7km N of Imperial, California"
pr,12150005,?,"Tuesday, May 29, 2012 17:59:24 UTC",18.1399,-68.1529,3.3,77,?,"54km ESE of Boca de Yuma, Dominican Republic"
us,2012bebc,?,"Tuesday, May 29, 2012 17:58:12 UTC",53.632,-165.657,2.9,47.2,?,"56km S of Akutan, Alaska"
us,2012bebb,?,"Tuesday, May 29, 2012 17:49:11 UTC",55.298,-160.784,2.5,71.9,?,"18km WSW of Sand Point, Alaska"
us,2012becw,?,"Tuesday, May 29, 2012 16:37:28 UTC",51.315,-179.473,4.9,63.1,?,"26km WNW of Amatignak Island, Alaska"
us,2012becv,?,"Tuesday, May 29, 2012 16:13:45 UTC",-55.894,-28.114,4.5,133.4,?,"106km NNW of Visokoi Island, "
us,2012becu,?,"Tuesday, May 29, 2012 15:52:59 UTC",42.377,143.105,4.7,57.7,?,"60km S of Obihiro, Japan"
us,2012becs,?,"Tuesday, May 29, 2012 15:17:39 UTC",39.021,144.686,4.7,18.7,?,"241km E of Yamada, Japan"
us,2012becq,?,"Tuesday, May 29, 2012 15:15:45 UTC",12.621,143.414,4.2,49.8,?,"153km WSW of Merizo Village, Guam"
us,2012becp,?,"Tuesday, May 29, 2012 15:14:58 UTC",-58.881,-25.563,4.9,83.7,?,"57km ENE of Bristol Island, Antarctica"
us,2012becm,?,"Tuesday, May 29, 2012 14:39:40 UTC",44.867,11.021,4.3,10,?,"3km N of Cavezzo, Italy"
pr,12150004,?,"Tuesday, May 29, 2012 14:32:51 UTC",17.797,-67.009,2.5,28,?,"20km SSE of La Parguera, Puerto Rico"
us,2012becl,?,"Tuesday, May 29, 2012 13:49:55 UTC",36.288,70.298,4.1,157.9,?,"50km SE of Farkhar, Afghanistan"
us,b000a1tr,?,"Tuesday, May 29, 2012 11:00:25 UTC",44.916,10.934,5.1,10,?,"2km SE of Moglia, Italy"
us,b000a1ri,?,"Tuesday, May 29, 2012 10:55:57 UTC",44.859,10.991,5.5,9.9,?,"3km NW of Cavezzo, Italy"
us,b000a1nu,?,"Tuesday, May 29, 2012 08:40:58 UTC",44.892,10.962,4.7,5.3,?,"2km SW of Concordia sulla Secchia, Italy"
us,2012beck,?,"Tuesday, May 29, 2012 08:27:23 UTC",44.854,11.106,4.7,10,?,"3km NW of San Felice sul Panaro, Italy"
us,b000a1nn,?,"Tuesday, May 29, 2012 08:25:51 UTC",44.901,10.943,4.8,3.2,?,"3km ENE of Novi di Modena, Italy"
us,2012becj,?,"Tuesday, May 29, 2012 08:24:48 UTC",34.91,24.75,4,37,?,"17km S of Tympakion, Greece"
hv,60351256,?,"Tuesday, May 29, 2012 07:32:46 UTC",19.3043,-155.207,2.8,8.9,?,"14km SSE of Volcano, Hawaii"
us,b000a1mu,?,"Tuesday, May 29, 2012 07:23:32 UTC",42.68,22.96,4.5,14.7,?,"8km SE of Breznik, Bulgaria"
us,b000a1mn,?,"Tuesday, May 29, 2012 07:00:03 UTC",44.833,11.103,5.8,9,?,"3km W of San Felice sul Panaro, Italy"
ak,10482849,?,"Tuesday, May 29, 2012 06:23:46 UTC",66.4672,-157.7326,2.6,11.1,?,"61km SW of Kobuk, Alaska"
pr,12150002,?,"Tuesday, May 29, 2012 05:53:42 UTC",18.992,-64.346,2.9,28,?,"69km NNE of Road Town, British Virgin Islands"
us,b000a1lv,?,"Tuesday, May 29, 2012 05:07:36 UTC",16.89,147.426,4.5,42.3,?,"196km ENE of Anatahan, Northern Mariana Islands"
us,b000a1l4,?,"Tuesday, May 29, 2012 04:17:32 UTC",54.191,169.072,4.7,19.6,?,"227km ESE of Nikol'skoye, Russia"
pr,12150001,?,"Tuesday, May 29, 2012 04:03:08 UTC",19.6116,-66.5899,3.3,35.8,?,"126km N of Arecibo, Puerto Rico"
us,b000a1kl,?,"Tuesday, May 29, 2012 03:33:26 UTC",-22.01,-179.489,5.8,605.4,?,"171km SSW of Ndoi Island, Fiji"
us,b000a1jw,?,"Tuesday, May 29, 2012 02:40:54 UTC",54.381,168.916,5.6,17.8,?,"208km ESE of Nikol'skoye, Russia"
us,b000a1j9,?,"Tuesday, May 29, 2012 01:56:05 UTC",39.159,144.654,5.2,40.6,?,"235km E of Yamada, Japan"
us,b000a1j1,?,"Tuesday, May 29, 2012 01:15:25 UTC",3.383,127.289,4.5,71.8,?,"199km NNW of Tobelo, Indonesia"
us,b000a1iu,?,"Tuesday, May 29, 2012 00:27:17 UTC",24.85,-98.903,3.7,10,?,"66km ENE of La Reforma, Mexico"
us,2012bdb5,?,"Monday, May 28, 2012 23:31:25 UTC",-5.284,151.638,4.4,75.1,?,"124km SSW of Kokopo, Papua New Guinea"
ci,15155897,?,"Monday, May 28, 2012 23:17:52 UTC",31.2467,-115.5865,2.8,10,?,"63km NE of Camalu, Mexico"
us,b000a1g7,?,"Monday, May 28, 2012 21:47:10 UTC",-19.97,-175.981,5.9,217.9,?,"152km NNW of Nuku`alofa, Tonga"
mb,12727769,?,"Monday, May 28, 2012 19:18:20 UTC",49.0933,-112.7771,3.3,0,?,"36km S of Magrath, Canada"
hv,60350866,?,"Monday, May 28, 2012 17:57:41 UTC",19.3665,-155.0305,2.6,5.3,?,"16km SW of Leilani Estates, Hawaii"
hv,60350861,?,"Monday, May 28, 2012 17:49:29 UTC",19.2357,-155.3452,2.6,0,?,"14km ENE of Pahala, Hawaii"
ci,15155809,?,"Monday, May 28, 2012 17:25:18 UTC",34.9472,-116.7242,2.8,2.3,?,"27km ENE of Barstow, California"
us,2012bdci,?,"Monday, May 28, 2012 16:47:55 UTC",9.502,-40.531,4.6,10,?,"Central Mid-Atlantic Ridge"
us,2012bdch,?,"Monday, May 28, 2012 16:44:14 UTC",4.786,118.321,4.6,39.5,?,"26km S of Lahad Datu, Malaysia"
us,b000a1bl,?,"Monday, May 28, 2012 16:36:47 UTC",35.7,139.923,5.1,75.4,?,"2km S of Ichikawa, Japan"
us,2012bdcg,?,"Monday, May 28, 2012 15:44:13 UTC",38.011,21.533,4.6,11.1,?,"11km WSW of Kato Mazarakion, Greece"
us,b000a1an,?,"Monday, May 28, 2012 15:39:45 UTC",-25.28,179.968,4.9,492.1,?,"South of the Fiji Islands"
pr,12149001,?,"Monday, May 28, 2012 15:38:51 UTC",18.2325,-67.8239,3.2,122,?,"61km W of Rincon, Puerto Rico"
us,2012bdcf,?,"Monday, May 28, 2012 15:20:20 UTC",-60.807,-26.996,4.6,35,?,"199km S of Bristol Island, Antarctica"
us,2012bdce,?,"Monday, May 28, 2012 15:08:16 UTC",36.784,71.214,4.3,103.7,?,"30km WNW of Ashkasham, Afghanistan"
us,2012bdcd,?,"Monday, May 28, 2012 14:44:09 UTC",9.493,-40.524,4.4,10,?,"Central Mid-Atlantic Ridge"
us,2012bdcc,?,"Monday, May 28, 2012 14:39:08 UTC",38.569,144.666,4.7,24.8,?,"253km ESE of Kamaishi, Japan"
us,2012bdcb,?,"Monday, May 28, 2012 13:16:41 UTC",-24.154,-66.987,4.2,186.7,?,"68km W of San Antonio de los Cobres, Argentina"
us,b000a18z,?,"Monday, May 28, 2012 13:15:03 UTC",0.045,123.421,4.9,153.1,?,"43km SSE of Bilungala, Indonesia"
ak,10482609,?,"Monday, May 28, 2012 12:11:03 UTC",59.6623,-153.2997,2.5,115.4,?,"83km W of Anchor Point, Alaska"
us,b000a172,?,"Monday, May 28, 2012 11:50:56 UTC",-28.14,-63.207,5.2,592,?,"31km SE of Suncho Corral, Argentina"
ak,10482586,?,"Monday, May 28, 2012 10:49:20 UTC",51.2417,-177.9524,2.7,26.1,?,"72km S of Tanaga Volcano, Alaska"
pr,12149000,?,"Monday, May 28, 2012 10:30:44 UTC",19.165,-63.562,3.7,32,?,"117km NNW of The Valley, Anguilla"
ak,10482559,?,"Monday, May 28, 2012 08:39:54 UTC",60.0188,-153.1838,2.5,109.6,?,"57km SSW of Redoubt Volcano, Alaska"
us,b000a15q,?,"Monday, May 28, 2012 08:29:27 UTC",14.289,145.233,4.5,100.8,?,"15km NNE of Rota, Northern Mariana Islands"
us,b000a152,?,"Monday, May 28, 2012 08:22:09 UTC",-27.925,-71.06,4.6,22.9,?,"77km NNW of Vallenar, Chile"
ak,10482547,?,"Monday, May 28, 2012 07:29:53 UTC",51.7977,-178.7072,2.9,32.8,?,"40km WSW of Tanaga Volcano, Alaska"
ak,10482523,?,"Monday, May 28, 2012 05:30:19 UTC",52.5255,-164.6895,3.5,41.5,?,"193km SSE of Akutan, Alaska"
us,b000a0z0,?,"Monday, May 28, 2012 05:07:23 UTC",-28.061,-63.077,6.7,588,?,"37km ESE of Suncho Corral, Argentina"
ak,10482496,?,"Monday, May 28, 2012 03:23:44 UTC",58.3575,-152.179,2.7,36,?,"64km NNE of Kodiak, Alaska"
us,b000a0y2,?,"Monday, May 28, 2012 02:22:57 UTC",39.654,118.735,4.7,38.7,?,"25km ESE of Tangjiazhuang, China"
us,b000a0xm,?,"Monday, May 28, 2012 01:06:31 UTC",39.917,16.159,4.5,28.4,?,"8km N of Morano Calabro, Italy"
ak,10482451,?,"Monday, May 28, 2012 01:02:50 UTC",60.9143,-151.0654,2.6,18.8,?,"27km NNE of Nikiski, Alaska"
us,2012bcc5,?,"Sunday, May 27, 2012 23:59:25 UTC",-29.471,-176.204,4.4,10,?,"166km E of Raoul Island, New Zealand"
ak,10482441,?,"Sunday, May 27, 2012 23:27:06 UTC",68.9823,-146.5729,2.7,7,?,"104km NNW of Arctic Village, Alaska"
us,2012bcc4,?,"Sunday, May 27, 2012 23:05:25 UTC",-30.026,-176.034,4.1,18.9,?,"199km ESE of Raoul Island, New Zealand"
us,b000a0wc,?,"Sunday, May 27, 2012 22:16:30 UTC",14.375,-93.452,4.4,42.1,?,"117km WSW of Puerto Madero, Mexico"
pr,12148010,?,"Sunday, May 27, 2012 22:12:26 UTC",18.854,-64.984,3.2,14,?,"56km N of Charlotte Amalie, U.S. Virgin Islands"
us,b000a0w3,?,"Sunday, May 27, 2012 21:52:52 UTC",13.176,-89.06,4.4,75.1,?,"35km S of El Rosario, El Salvador"
